search URL:,https://patents.google.com/?q=%28G21B+NOT+G21B3%252f00%29&before=priority:20091231&after=priority:20000101&clustered=true&dups=language&sort=old
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2010219385-A1,Fusion fuel container and reactant spin-enhancement ,"Carbon Labs, Inc.",Edward Donald Miller,2005-04-04,2009-09-22,2010-09-02,,https://patents.google.com/patent/US20100219385A1/en,https://patentimages.storage.googleapis.com/e4/39/85/05cdac9e2cda24/US20100219385A1-20100902-D00000.png
WO-2010040912-A1,Thermonuclear fusion multi-reactor ,Pierre Bourgogne,Pierre Bourgogne,2008-10-07,2009-10-06,2010-04-15,,https://patents.google.com/patent/WO2010040912A1/en,
FR-2999010-A1,THERMONUCLEAR FUSION MULTI-REACTOR ,Pierre Marcel Bourgogne,Pierre Marcel Bourgogne,2008-10-07,2009-10-06,2014-06-06,,https://patents.google.com/patent/FR2999010A1/en,
EP-2342718-A1,Thermonuclear fusion multi-reactor ,Pierre Bourgogne,Pierre Bourgogne,2008-10-07,2009-10-06,2011-07-13,,https://patents.google.com/patent/EP2342718A1/en,
EP-2347420-A2,Fusion neutron source for breeding applications ,"Board of Regents, The University of Texas System","Michael T. Kotschenreuther, Swadesh M. Mahajan, Prashant M. Valanju",2008-10-10,2009-10-07,2011-07-27,,https://patents.google.com/patent/EP2347420A2/en,
WO-2010074792-A3,Fusion neutron source for breeding applications ,"Board Of Regents, The University Of Texas System","Michael T. Kotschenreuther, Swadesh M. Mahajan, Prashant M. Valanju",2008-10-10,2009-10-07,2010-10-21,,https://patents.google.com/patent/WO2010074792A3/en,
JP-2012505409-A,Fusion neutron source for breeding applications ,ボード  オブ  リージェンツ  ザ  ユニヴァーシティ  オブ  テキサス  システム,"マイケル  ティー コチェンロイター, スワデッシュ  エム マハジャン, プラシャント  エム ヴァランジュ",2008-10-10,2009-10-07,2012-03-01,,https://patents.google.com/patent/JP2012505409A/en,https://patentimages.storage.googleapis.com/46/7d/b7/c5eb1f7bc3260a/2012505409-10.png
WO-2010074792-A2,Fusion neutron source for breeding applications ,"Board Of Regents, The University Of Texas System","Michael T. Kotschenreuther, Swadesh M. Mahajan, Prashant M. Valanju",2008-10-10,2009-10-07,2010-07-01,,https://patents.google.com/patent/WO2010074792A2/en,
US-2010098207-A1,Method and device to produce heat and power ,Orhan Soykan,Orhan Soykan,2008-10-16,2009-10-16,2010-04-22,,https://patents.google.com/patent/US20100098207A1/en,https://patentimages.storage.googleapis.com/4a/8f/e7/d7137576749d5b/US20100098207A1-20100422-D00000.png
CA-2681645-A1,New energies ,Gerard Voon,Gerard Voon,2009-10-29,2009-10-29,2011-04-29,,https://patents.google.com/patent/CA2681645A1/en,
US-2010046687-A1,Formation of a field reversed configuration for magnetic and electrostatic confinement of plasma ,The Regents Of The University Of California,"Norman Rostoker, Michl Binderbauer, Eusebio Garate, Vitaly Bystritskii",2001-02-01,2009-11-02,2010-02-25,,https://patents.google.com/patent/US20100046687A1/en,https://patentimages.storage.googleapis.com/f7/58/e3/fd61f68d14b5b9/US20100046687A1-20100225-D00000.png
US-9370086-B2,Formation of a field reversed configuration for magnetic and electrostatic confinement of plasma ,The Regents Of The University Of California,"Norman Rostoker, Michl Binderbauer, Eusebio Garate, Vitaly Bystritskii",2001-02-01,2009-11-02,2016-06-14,2016-06-14,https://patents.google.com/patent/US9370086B2/en,https://patentimages.storage.googleapis.com/14/a0/a0/7f7a999ca962ae/US09370086-20160614-D00000.png
US-9472309-B1,Machine-replaceable plasma-facing tile for fusion power reactor environments ,The Boeing Company,Thomas Lyman Weaver,2009-11-04,2009-11-04,2016-10-18,2016-10-18,https://patents.google.com/patent/US9472309B1/en,https://patentimages.storage.googleapis.com/3a/16/66/ccaf2730d6aa8b/US09472309-20161018-D00000.png
EP-2356659-A2,Replaceable fusion neutron source ,"Board of Regents, The University of Texas System","Michael T. Kotschenreuther, Swadesh M. Mahajan, Prashant M. Valanju",2008-11-13,2009-11-12,2011-08-17,,https://patents.google.com/patent/EP2356659A2/en,
WO-2010056828-A3,Replaceable fusion neutron source ,"Board Of Regents, The University Of Texas System","Michael T. Kotschenreuther, Swadesh M. Mahajan, Prashant M. Valanju",2008-11-13,2009-11-12,2010-10-14,,https://patents.google.com/patent/WO2010056828A3/en,
JP-2012508887-A,Interchangeable fusion neutron source ,ボード  オブ  リージェンツ  ザ  ユニヴァーシティ  オブ  テキサス  システム,"マイケル  ティー コッチェンロイター, スワデシュ  エム マハジャン, プラシャント  エム ヴァランジュ",2008-11-13,2009-11-12,2012-04-12,,https://patents.google.com/patent/JP2012508887A/en,https://patentimages.storage.googleapis.com/8e/52/cc/8da159519e9193/2012508887-10.png
WO-2010056828-A2,Replaceable fusion neutron source ,"Board Of Regents, The University Of Texas System","Michael T. Kotschenreuther, Swadesh M. Mahajan, Prashant M. Valanju",2008-11-13,2009-11-12,2010-05-20,,https://patents.google.com/patent/WO2010056828A2/en,
BE-1019002-A3,NUCLEAR FUSION REACTOR. ,Lardenoit Tim,,2009-11-17,2009-11-17,2011-12-06,2011-12-06,https://patents.google.com/patent/BE1019002A3/en,
US-2012037814-A1,"Electric field-guided particle accelerator, method, and applications ",Cornell University,"Amit Lal, Shi Yue",2008-12-05,2009-12-03,2012-02-16,,https://patents.google.com/patent/US20120037814A1/en,https://patentimages.storage.googleapis.com/4b/a9/91/80cdcf0b9a46e0/US20120037814A1-20120216-D00000.png
WO-2010065702-A3,"Electric field-guided particle accelerator, method, and applications ",Cornell University,"Amit Lal, Yue SHI",2008-12-05,2009-12-03,2010-08-26,,https://patents.google.com/patent/WO2010065702A3/en,
WO-2010065702-A2,"Electric field-guided particle accelerator, method, and applications ",Cornell University,"Amit Lal, Yue SHI",2008-12-05,2009-12-03,2010-06-10,,https://patents.google.com/patent/WO2010065702A2/en,
US-8575867-B2,"Electric field-guided particle accelerator, method, and applications ",Cornell University,"Amit Lal, Shi Yue",2008-12-05,2009-12-03,2013-11-05,2013-11-05,https://patents.google.com/patent/US8575867B2/en,https://patentimages.storage.googleapis.com/f8/46/28/ddac89392f659d/US08575867-20131105-D00000.png
US-2010150291-A1,Blanket using lithium nanofluid and fusion reactor having the same ,"Ki Sok Jung, Bong Guen Hong, Dong Won Lee","Ki Sok Jung, Bong Guen Hong, Dong Won Lee",2008-12-15,2009-12-08,2010-06-17,,https://patents.google.com/patent/US20100150291A1/en,https://patentimages.storage.googleapis.com/50/7f/9c/065bbd7d11cedb/US20100150291A1-20100617-D00000.png
JP-2011122883-A,Method of manufacturing high-temperature load equipment by metallugically joining carbon material with copper-alloy material ,"Kawasaki Heavy Ind Ltd, 川崎重工業株式会社, Kinzoku Giken Kk, 金属技研株式会社","Naoki Uchiyama, 尚基 内山, Koichi Yamada, 弘一 山田, Kensuke Mori, 憲介 毛利, Tamotsu Nakaei, 保 中榮, Yoichi Nakamori, 洋一 中森, Akira Kubota, 亮 窪田",2009-12-09,2009-12-09,2011-06-23,,https://patents.google.com/patent/JP2011122883A/en,https://patentimages.storage.googleapis.com/07/b5/da/661086ae9eeed6/2011122883-3.png
DE-202009016948-U1,Nuclear fusion reactor with rotational confinement of plasma ,"Beck, Valeri, Dipl.-Phys.",,2009-12-15,2009-12-15,2010-04-15,,https://patents.google.com/patent/DE202009016948U1/en,
KR-101111961-B1,Lens system for CES plasma diagnosis ,한국기초과학지원연구원,"오승태, 고원하, 이종하",2009-12-28,2009-12-28,2012-02-14,2012-02-14,https://patents.google.com/patent/KR101111961B1/en,https://patentimages.storage.googleapis.com/86/a7/6c/9f61f0278c35bc/112009080908390-pat00001.png
KR-20110075659-A,Time synchronization system for the operation of superconducting tokamak ,한국기초과학지원연구원,"박미경, 이태구, 이웅렬",2009-12-28,2009-12-28,2011-07-06,,https://patents.google.com/patent/KR20110075659A/en,https://patentimages.storage.googleapis.com/3f/bd/bd/105b9db16e603d/112009080906578-PAT00001.png
KR-101105793-B1,Shutter apparatus for vacuum vessel of tokamak ,한국기초과학지원연구원,이종하,2009-12-28,2009-12-28,2012-01-17,2012-01-17,https://patents.google.com/patent/KR101105793B1/en,https://patentimages.storage.googleapis.com/07/08/71/df97364fed2273/112009080908581-pat00001.png
KR-101087028-B1,Tube heating system for vacuum vessel of a tokamak ,한국기초과학지원연구원,"이근수, 김학근, 양형렬",2009-12-28,2009-12-28,2011-11-25,2011-11-25,https://patents.google.com/patent/KR101087028B1/en,https://patentimages.storage.googleapis.com/fc/c6/58/148998fdc4ba37/112009080906950-pat00001.png
KR-101093498-B1,Time Synchronization System for the operation of superconducting tokamak ,한국기초과학지원연구원,"박미경, 이태구, 이웅렬",2009-12-28,2009-12-28,2011-12-13,2011-12-13,https://patents.google.com/patent/KR101093498B1/en,https://patentimages.storage.googleapis.com/2c/73/a3/4b191f14c3010c/112009080906578-pat00001.png
KR-20110075667-A,Lens system for ces plasma diagnosis ,한국기초과학지원연구원,"오승태, 고원하, 이종하",2009-12-28,2009-12-28,2011-07-06,,https://patents.google.com/patent/KR20110075667A/en,https://patentimages.storage.googleapis.com/92/92/17/b7eca4c67d6501/112009080908390-PAT00001.png
KR-20110075661-A,Tube heating system for vacuum vessel of a tokamak ,한국기초과학지원연구원,"이근수, 김학근, 양형렬",2009-12-28,2009-12-28,2011-07-06,,https://patents.google.com/patent/KR20110075661A/en,https://patentimages.storage.googleapis.com/72/85/f9/ed97c7e2fc7754/112009080906950-PAT00001.png
KR-20110075662-A,Reomote control system of superconducting tokamak ,한국기초과학지원연구원,"김명규, 백설희, 이상일",2009-12-28,2009-12-28,2011-07-06,,https://patents.google.com/patent/KR20110075662A/en,https://patentimages.storage.googleapis.com/d0/bb/ac/42dc8301b07dd8/112009080907333-PAT00001.png
KR-101093497-B1,Reomote control system of superconducting tokamak ,한국기초과학지원연구원,"김명규, 백설희, 이상일",2009-12-28,2009-12-28,2011-12-13,2011-12-13,https://patents.google.com/patent/KR101093497B1/en,https://patentimages.storage.googleapis.com/4e/53/e7/6ae5d529b928a7/112009080907333-pat00001.png
KR-20110075669-A,Shutter apparatus for vacuum vessel of tokamak ,한국기초과학지원연구원,이종하,2009-12-28,2009-12-28,2011-07-06,,https://patents.google.com/patent/KR20110075669A/en,https://patentimages.storage.googleapis.com/40/70/fe/a009980be66d9e/112009080908581-PAT00001.png
WO-2010093981-A3,"Method and apparatus for the generation, heating and/or compression of plasmoids and/or recovery of energy therefrom ","Msnw, Llc",John T. Slough,2009-02-12,2010-02-12,2010-12-09,,https://patents.google.com/patent/WO2010093981A3/en,
PL-2396792-T3,"Method and apparatus for the generation, heating and/or compression of plasmoids and/or recovery of energy therefrom ",Msnw Llc,John T Slough,2009-02-12,2010-02-12,2016-06-30,,https://patents.google.com/patent/PL2396792T3/en,
US-8698399-B2,Multi-wavelength pumping to sustain hot plasma ,Kla-Tencor Corporation,"Ilya V. Bezel, Anatoly Shchemelinin, Eugene Shifrin, Matthew W. Derstine, Richard W. Solarz",2009-02-13,2010-02-12,2014-04-15,2014-04-15,https://patents.google.com/patent/US8698399B2/en,https://patentimages.storage.googleapis.com/f2/65/d4/2ba624cbf64cd5/US08698399-20140415-D00000.png
EP-2396792-A2,"Method and apparatus for the generation, heating and/or compression of plasmoids and/or recovery of energy therefrom ","Msnw, Llc",John T. Slough,2009-02-12,2010-02-12,2011-12-21,,https://patents.google.com/patent/EP2396792A2/en,
DE-112010000850-T5,Method and device for maintaining and generating a plasma ,Kla-Tencor Corp.,"Ilya Bezel, Anotoly Shchemelinin, Matthew Derstine, Eugene Shifrin",2009-02-13,2010-02-12,2012-05-24,,https://patents.google.com/patent/DE112010000850T5/en,https://patentimages.storage.googleapis.com/d3/0f/33/15b72d25a33309/00250000.png
JP-5619779-B2,Optical pumping to sustain high temperature plasma ,"ケーエルエー−テンカー コーポレイション, ケーエルエー−テンカー  コーポレイション","イリヤ ブイ ベゼル, イリヤ  ブイ ベゼル, アナトリー シュケメリニン, アナトリー シュケメリニン, ユージン シフリン, ユージン シフリン, マシュー ダブリュー ダースティーヌ, マシュー  ダブリュー ダースティーヌ",2009-02-13,2010-02-12,2014-11-05,2014-11-05,https://patents.google.com/patent/JP5619779B2/en,https://patentimages.storage.googleapis.com/ba/0d/9e/4a8e8090bc8b16/0005619779-2.png
SI-2396792-T1,"Method and apparatus for the generation, heating and/or compression of plasmoids and/or recovery of energy therefrom ","Msnw, Llc",John T. Slough,2009-02-12,2010-02-12,2016-05-31,,https://patents.google.com/patent/SI2396792T1/en,
WO-2010093981-A2,"Method and apparatus for the generation, heating and/or compression of plasmoids and/or recovery of energy therefrom ","Msnw, Llc",John T. Slough,2009-02-12,2010-02-12,2010-08-19,,https://patents.google.com/patent/WO2010093981A2/en,
EP-2396792-B2,"Method and apparatus for the generation, heating and/or compression of plasmoids and/or recovery of energy therefrom ","Msnw, Llc",John T. Slough,2009-02-12,2010-02-12,2018-12-19,2018-12-19,https://patents.google.com/patent/EP2396792B2/en,https://patentimages.storage.googleapis.com/85/ea/63/ca90bc4e2d1edb/imgf0001.png
JP-2012518252-A,Optical pumping to sustain high temperature plasma ,ケーエルエー−テンカー  コーポレイション,"イリヤ  ブイ ベゼル, アナトリー シュケメリニン, ユージン シフリン, マシュー  ダブリュー ダースティーヌ",2009-02-13,2010-02-12,2012-08-09,,https://patents.google.com/patent/JP2012518252A/en,https://patentimages.storage.googleapis.com/90/cd/86/1c54d1e45be326/2012518252-3.png
WO-2010093903-A3,Optical pumping to sustain hot plasma ,Kla-Tencor Corporation,"Ilya V. Bezel, Anotoly Shchemelinin, Eugene Shifrin, Matthew W. Derstine",2009-02-13,2010-02-12,2010-12-02,,https://patents.google.com/patent/WO2010093903A3/en,
EP-2396792-B1,"Method and apparatus for the generation, heating and/or compression of plasmoids and/or recovery of energy therefrom ","Msnw, Llc",John T. Slough,2009-02-12,2010-02-12,2015-11-25,2015-11-25,https://patents.google.com/patent/EP2396792B1/en,https://patentimages.storage.googleapis.com/eb/cc/de/7846ffc14bfb5f/imgf0001.png
DE-112010000850-B4,Method and device for maintaining and generating a plasma ,Kla-Tencor Corp.,"Ilya Bezel, Anotoly Shchemelinin, Matthew Derstine, Eugene Shifrin",2009-02-13,2010-02-12,2017-04-06,2017-04-06,https://patents.google.com/patent/DE112010000850B4/en,https://patentimages.storage.googleapis.com/6d/7e/f6/ac5d0eebfc2a8e/DE112010000850B4_0002.png
EP-3002761-A1,"Method and apparatus for the generation, heating and/or compression of plasmoids and/or recovery of energy therefrom ","Msnw, Llc",John T. Slough,2009-02-12,2010-02-12,2016-04-06,,https://patents.google.com/patent/EP3002761A1/en,https://patentimages.storage.googleapis.com/97/f1/b8/0ebe7d9e3f0ef1/imgf0001.png
EP-3002761-B1,"Method and apparatus for the generation, heating and/or compression of plasmoids and/or recovery of energy therefrom ","Msnw, Llc",John T. Slough,2009-02-12,2010-02-12,2018-05-16,2018-05-16,https://patents.google.com/patent/EP3002761B1/en,https://patentimages.storage.googleapis.com/6f/a5/d0/3f621f459c4492/imgf0001.png
EP-2396792-A4,"Method and apparatus for the generation, heating and/or compression of plasmoids and/or recovery of energy therefrom ",Msnw Llc,John T Slough,2009-02-12,2010-02-12,2013-11-27,,https://patents.google.com/patent/EP2396792A4/en,
US-2011291566-A1,Multi-Wavelength Pumping to Sustain Hot Plasma ,Kla-Tencor Corporation,"Ilya V. Bezel, Anatoly Shchemelinin, Eugene Shifrin, Matthew W. Derstine, Richard W. Solarz",2009-02-13,2010-02-12,2011-12-01,,https://patents.google.com/patent/US20110291566A1/en,https://patentimages.storage.googleapis.com/e1/28/79/0772ba3f826107/US20110291566A1-20111201-D00000.png
US-2011293056-A1,"Method and apparatus for the generation, heating and/or compression of plasmoids and/or recovery of energy therefrom ","Msnw, Llc",John T. Slough,2009-02-12,2010-02-12,2011-12-01,,https://patents.google.com/patent/US20110293056A1/en,https://patentimages.storage.googleapis.com/20/f3/2d/e811135a14729e/US20110293056A1-20111201-D00000.png
US-9741457-B2,"Method and apparatus for the generation, heating and/or compression of plasmoids and/or recovery of energy therefrom ","Msnw, Llc",John T. Slough,2009-02-12,2010-02-12,2017-08-22,2017-08-22,https://patents.google.com/patent/US9741457B2/en,https://patentimages.storage.googleapis.com/2f/77/ce/c6862e0003ebae/US09741457-20170822-D00000.png
WO-2010093903-A2,Optical pumping to sustain hot plasma ,Kla-Tencor Corporation,"Ilya V. Bezel, Anotoly Shchemelinin, Eugene Shifrin, Matthew W. Derstine",2009-02-13,2010-02-12,2010-08-19,,https://patents.google.com/patent/WO2010093903A2/en,
US-2011142185-A1,Device for compressing a compact toroidal plasma for use as a neutron source and fusion reactor ,"Woodruff Scientific, Inc.",Simon Woodruff,2009-12-16,2010-02-17,2011-06-16,,https://patents.google.com/patent/US20110142185A1/en,https://patentimages.storage.googleapis.com/e4/a7/37/300ad0c67ab955/US20110142185A1-20110616-D00000.png
US-2010212133-A1,Method and system for assembling miniaturized devices ,"Lawrence Livermore National Security, Llc","Richard C. Montesanti, Jeffrey L. Klingmann, Richard M. Seugling",2009-02-26,2010-02-19,2010-08-26,,https://patents.google.com/patent/US20100212133A1/en,https://patentimages.storage.googleapis.com/34/7b/d7/a9ec238c773feb/US20100212133A1-20100826-D00000.png
US-8393066-B2,Method and system for assembling miniaturized devices ,"Lawrence Livermore National Security, Llc","Richard C. Montesanti, Jeffrey L. Klingmann, Richard M. Seugling",2009-02-26,2010-02-19,2013-03-12,2013-03-12,https://patents.google.com/patent/US8393066B2/en,https://patentimages.storage.googleapis.com/65/80/c1/71ae39b30bc29d/US08393066-20130312-D00000.png
US-2010243816-A1,"Aircraft also called a spacecraft, an aerospace craft, or a submersible craft ",Gary Richard Gochnour,Gary Richard Gochnour,2003-05-06,2010-03-19,2010-09-30,,https://patents.google.com/patent/US20100243816A1/en,https://patentimages.storage.googleapis.com/1f/36/48/a12f35bb08f411/US20100243816A1-20100930-D00000.png
US-2011000185-A1,Fusion energy process ,Gary Richard Gochnour,Gary Richard Gochnour,2003-05-06,2010-03-19,2011-01-06,,https://patents.google.com/patent/US20110000185A1/en,https://patentimages.storage.googleapis.com/85/92/2c/082783ac659eef/US20110000185A1-20110106-D00000.png
US-2010294881-A1,Electrolysis system ,Gary Richard Gochnour,Gary Richard Gochnour,2003-05-06,2010-03-19,2010-11-25,,https://patents.google.com/patent/US20100294881A1/en,https://patentimages.storage.googleapis.com/52/18/23/729049dc8f1517/US20100294881A1-20101125-D00000.png
US-2010243796-A1,Plasma gun system utilizing an aerospace craft ,Gary Richard Gochnour,Gary Richard Gochnour,2003-05-06,2010-03-19,2010-09-30,,https://patents.google.com/patent/US20100243796A1/en,https://patentimages.storage.googleapis.com/2b/14/08/07bf36898bf96b/US20100243796A1-20100930-D00000.png
WO-2010144169-A3,Neutron source for creation of isotopes and nuclear material tracers ,"Board Of Regents, The University Of Texas System","Michael T. Kotschenreuther, Swadesh M. Mahajan, Prashant M. Valanju",2009-03-26,2010-03-23,2011-03-24,,https://patents.google.com/patent/WO2010144169A3/en,
WO-2010144169-A2,Neutron source for creation of isotopes and nuclear material tracers ,"Board Of Regents, The University Of Texas System","Michael T. Kotschenreuther, Swadesh M. Mahajan, Prashant M. Valanju",2009-03-26,2010-03-23,2010-12-16,,https://patents.google.com/patent/WO2010144169A2/en,
IL-204858-A0,Control of a laser inertial confinement fusion-fission power plant ,L Livermore Nat Security Llc,,2007-10-04,2010-04-06,2010-11-30,,https://patents.google.com/patent/IL204858A0/en,
WO-2010116110-A1,Layer produced by spraying a target including at least one molybdenum powder compound ,Saint-Gobain Glass France,"Nicolas Nadaud, Charles Leyder",2009-04-10,2010-04-12,2010-10-14,,https://patents.google.com/patent/WO2010116110A1/en,
JP-2010237222-A,Plasma electric generating system ,"Regents Of The Univ Of California, ザ  リージェンツ  オブ  ザ  ユニバーシティ  オブ  カリフォルニア","Norman Rostoker, ロストカー ノーマン, Michl Binderbauer, ビンデルバウアー ミヒル, Frank Wessel, ウェッセル フランク, Alex Cheung, アレックス チュン, Vitaly Bystritskii, ビストリツキー ビタリー, Yuanxu Song, ソン ユアンシュ, Michael Anderson, アンダーソン マイケル, Eusebio Garate, ガラト エウセビオ, Alan Vandrie, バンドリー アラン",2005-03-07,2010-06-17,2010-10-21,,https://patents.google.com/patent/JP2010237222A/en,https://patentimages.storage.googleapis.com/7b/ae/e6/e96bca41d5bde6/2010237222-81.png
JP-5439290-B2,Magnetic field reversal configuration magnetic field formation method ,ザ  リージェンツ  オブ  ザ  ユニバーシティ  オブ  カリフォルニア,"ロストーカー ノーマン, ビンダーバウアー ミクル, ケルシ アルタン, ターシリ フーシャン, ガレート ユスビオ, ビスチュリスキー ビタリー",2001-02-01,2010-06-18,2014-03-12,2014-03-12,https://patents.google.com/patent/JP5439290B2/en,
JP-2010243501-A,Magnetic and electrostatic confinement of plasma in magnetic field reversed configuration ,"Regents Of The Univ Of California, ザ  リージェンツ  オブ  ザ  ユニバーシティ  オブ  カリフォルニア","Norman Rostoker, ロストーカー ノーマン, Michl Binderbauer, ビンダーバウアー ミクル, Artan Qerushi, ケルシ アルタン, Hooshang Tahsiri, ターシリ フーシャン, Eusebio Garate, ガレート ユスビオ, Vitaly Bystritskii, ビスチュリスキー ビタリー",2001-02-01,2010-06-18,2010-10-28,,https://patents.google.com/patent/JP2010243501A/en,
US-2010329407-A1,Magnetic confinement device ,"Kotschenreuther Michael T, Valanju Prashant M, Mahajan Swadesh M","Michael T. Kotschenreuther, Prashant M. Valanju, Swadesh M. Mahajan",2008-08-25,2010-06-25,2010-12-30,,https://patents.google.com/patent/US20100329407A1/en,https://patentimages.storage.googleapis.com/be/7e/65/5aa2cfa8e11e34/US20100329407A1-20101230-D00000.png
CY-1110220-T1,MAGNETIC AND ELECTROSTATIC PLASTIC LIMITATION WITHIN FIELD-DESIGNED CONFIGURATION ,The Regents Of The University Of California,"Norman Rostoker, Michl Binderbauer, Artan Qerushi, Hooshang Tahsiri, Eusebio Garate, Vitaly Bystritskii",2001-02-01,2010-07-12,2015-01-14,,https://patents.google.com/patent/CY1110220T1/en,
JP-5669106-B2,"Fusion irradiation coordination determination method, fusion irradiation coordination determination apparatus, and fusion apparatus ","国立大学法人大阪大学, 浜松ホトニクス株式会社","匡且 村上, 匡且 村上, 信彦 猿倉, 信彦 猿倉, 宏 疇地, 宏 疇地, 亮 安原, 亮 安原, 利幸 川嶋, 利幸 川嶋, 菅　博文, 博文 菅",2009-08-06,2010-07-20,2015-02-12,2015-02-12,https://patents.google.com/patent/JP5669106B2/en,https://patentimages.storage.googleapis.com/14/ab/fa/38e6349fda9dfb/0005669106-9.png
CN-102473463-B,"Method of determining nuclear fusion irradiation coordinates, device for determining nuclear fusion irradiation coordinates, and nuclear fusion device ","国立大学法人大阪大学, 浜松光子学株式会社","村上匡且, 猿仓信彦, 畴地宏, 安原亮, 川嶋利幸, 菅博文",2009-08-06,2010-07-20,2015-07-08,2015-07-08,https://patents.google.com/patent/CN102473463B/en,
US-2012155590-A1,"Method of determining nuclear fusion irradiation coordinates, device for determining nuclear fusion irradiation coordinates, and nuclear fusion device ","Hamamatsu Photonics K.K., Osaka University","Masakatsu Murakami, Nobuhiko Sarukura, Hiroshi Azechi, Ryo Yasuhara, Toshiyuki Kawashima, Hirofumi Kan",2009-08-06,2010-07-20,2012-06-21,,https://patents.google.com/patent/US20120155590A1/en,https://patentimages.storage.googleapis.com/c2/52/13/1c0c52a7416eca/US20120155590A1-20120621-D00000.png
CN-102473463-A,"Method of determining nuclear fusion irradiation coordinates, device for determining nuclear fusion irradiation coordinates, and nuclear fusion device ","国立大学法人大阪大学, 浜松光子学株式会社","村上匡且, 猿仓信彦, 畴地宏, 安原亮, 川嶋利幸, 菅博文",2009-08-06,2010-07-20,2012-05-23,,https://patents.google.com/patent/CN102473463A/en,https://patentimages.storage.googleapis.com/36/59/25/53e617b10811ea/HDA0000134147890000011.png
EP-2463863-A4,"Method of determining nuclear fusion irradiation coordinates, device for determining nuclear fusion irradiation coordinates, and nuclear fusion device ","Univ Osaka, Hamamatsu Photonics Kk","Masakatsu Murakami, Nobuhiko Sarukura, Hiroshi Azechi, Ryo Yasuhara, Toshiyuki Kawashima, Hirofumi Kan",2009-08-06,2010-07-20,2016-05-11,,https://patents.google.com/patent/EP2463863A4/en,
US-9230694-B2,"Method of determining nuclear fusion irradiation coordinates, device for determining nuclear fusion irradiation coordinates, and nuclear fusion device ","Osaka University, Hamamatsu Photonics K.K.","Masakatsu Murakami, Nobuhiko Sarukura, Hiroshi Azechi, Ryo Yasuhara, Toshiyuki Kawashima, Hirofumi Kan",2009-08-06,2010-07-20,2016-01-05,2016-01-05,https://patents.google.com/patent/US9230694B2/en,https://patentimages.storage.googleapis.com/27/ad/34/721a5d0c09d0fc/US09230694-20160105-D00000.png
JP-WO2011016333-A1,"Fusion irradiation coordination determination method, fusion irradiation coordination determination apparatus, and fusion apparatus ","国立大学法人大阪大学, 浜松ホトニクス株式会社","匡且 村上, 匡且 村上, 信彦 猿倉, 信彦 猿倉, 宏 疇地, 宏 疇地, 亮 安原, 亮 安原, 利幸 川嶋, 利幸 川嶋, 菅　博文, 博文 菅",2009-08-06,2010-07-20,2013-01-10,,https://patents.google.com/patent/JPWO2011016333A1/en,https://patentimages.storage.googleapis.com/24/bf/23/27181882ba9cec/2011016333-8.png
WO-2011016333-A1,"Method of determining nuclear fusion irradiation coordinates, device for determining nuclear fusion irradiation coordinates, and nuclear fusion device ","国立大学法人大阪大学, 浜松ホトニクス株式会社","匡且 村上, 信彦 猿倉, 宏 疇地, 亮 安原, 利幸 川嶋, 菅　博文",2009-08-06,2010-07-20,2011-02-10,,https://patents.google.com/patent/WO2011016333A1/en,https://patentimages.storage.googleapis.com/c1/87/3e/26d2310eaed495/JPOXMLDOC01-appb-D000006.png
EP-2463863-A1,"Method of determining nuclear fusion irradiation coordinates, device for determining nuclear fusion irradiation coordinates, and nuclear fusion device ","Osaka University, Hamamatsu Photonics K.K.","Masakatsu Murakami, Nobuhiko Sarukura, Hiroshi Azechi, Ryo Yasuhara, Toshiyuki Kawashima, Hirofumi Kan",2009-08-06,2010-07-20,2012-06-13,,https://patents.google.com/patent/EP2463863A1/en,https://patentimages.storage.googleapis.com/d1/11/82/ffc2b5773ae2ac/imgf0001.png
WO-2011011702-A8,Radionuclide production using a z-pinch neutron source ,The Regents Of The University Of California,"Frank J. Wessel, Hafiz Rahman",2009-07-24,2010-07-23,2011-02-24,,https://patents.google.com/patent/WO2011011702A8/en,
US-2011019789-A1,Radionuclide production using a z-pinch neutron source ,The Regents Of The University Of California,"Frank J. Wessel, Hafiz Ur Rahman",2009-07-24,2010-07-23,2011-01-27,,https://patents.google.com/patent/US20110019789A1/en,https://patentimages.storage.googleapis.com/93/a4/b8/9406c1d8aa295c/US20110019789A1-20110127-D00000.png
WO-2011011702-A3,Radionuclide production using a z-pinch neutron source ,The Regents Of The University Of California,"Frank J. Wessel, Hafiz Rahman",2009-07-24,2010-07-23,2011-05-05,,https://patents.google.com/patent/WO2011011702A3/en,
US-8837661-B2,Radionuclide production using a Z-pinch neutron source ,The Regents Of The University Of California,"Frank J. Wessel, Hafiz Ur Rahman",2009-07-24,2010-07-23,2014-09-16,2014-09-16,https://patents.google.com/patent/US8837661B2/en,https://patentimages.storage.googleapis.com/4f/04/df/ad898369c3eb63/US08837661-20140916-D00000.png
WO-2011011702-A2,Radionuclide production using a z-pinch neutron source ,"Dawes, Daniel, L.","Frank J. Wessel, Hafiz Rahman",2009-07-24,2010-07-23,2011-01-27,,https://patents.google.com/patent/WO2011011702A2/en,
