patent_code,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
RU-2640407-C1,Thermonuclear reactor ,"Российская Федерация, от имени которой выступает Государственная корпорация по атомной энергии ""Росатом""","Владимир Юрьевич Колганов, Иван Игоревич Поддубный",2016-11-21,2016-11-21,2018-01-09,2018-01-09,https://patents.google.com/patent/RU2640407C1/en,https://patentimages.storage.googleapis.com/38/ad/4f/e33c966d806f51/00000002.png
RU-2633994-C1,Device for counter acceleration of neutral microparticles ,Федеральное государственное бюджетное учреждение науки Институт проблем управления им. В.А. Трапезникова Российской академии наук,"Федор Федорович Пащенко, Леонид Ефимович Круковский",2016-11-22,2016-11-22,2017-10-23,2017-10-23,https://patents.google.com/patent/RU2633994C1/en,https://patentimages.storage.googleapis.com/3f/cc/6f/214870149f6abd/00000008.png
RU-2633964-C1,Method of counter acceleration and collision of neutral microparticles ,Федеральное государственное бюджетное учреждение науки Институт проблем управления им. В.А. Трапезникова Российской академии наук,"Федор Федорович Пащенко, Леонид Ефимович Круковский",2016-11-22,2016-11-22,2017-10-20,2017-10-20,https://patents.google.com/patent/RU2633964C1/en,https://patentimages.storage.googleapis.com/2f/ac/f2/a88d7c569937ca/00000006.png
CN-106856160-B,With the method for induced with laser excitation radio frequency plasma under hypobaric ,大连民族大学,"刘东平, 闫伟斌, 雷光玖",2016-11-23,2016-11-23,2018-06-26,2018-06-26,https://patents.google.com/patent/CN106856160B/en,
CN-106856160-A,The method for exciting radio frequency plasma with induced with laser under hypobaric ,大连民族大学,"刘东平, 闫伟斌, 雷光玖",2016-11-23,2016-11-23,2017-06-16,,https://patents.google.com/patent/CN106856160A/en,
CN-108098257-B,A kind of processing method of thermonuclear fusion heap enhancing the first wall of thermic load finger component ,核工业西南物理研究院,"谌继明, 王平怀, 金凡亚, 杨波, 刘丹华, 朱小波, 高翚, 李前, 朱明�, 范小平, 吴继红",2016-11-25,2016-11-25,2019-11-22,2019-11-22,https://patents.google.com/patent/CN108098257B/en,
CN-108098257-A,A kind of processing method of thermonuclear fusion heap enhancing thermic load the first wall finger component ,核工业西南物理研究院,"谌继明, 王平怀, 金凡亚, 杨波, 刘丹华, 朱小波, 高翚, 李前, 朱明�, 范小平, 吴继红",2016-11-25,2016-11-25,2018-06-01,,https://patents.google.com/patent/CN108098257A/en,
RU-173227-U1,The device of the diverter of the tokamak reactor ,"Федеральное государственное бюджетное образовательное учреждение высшего образования Балтийский государственный технический университет ""ВОЕНМЕХ"" им. Д.Ф. Устинова (БГТУ ""ВОЕНМЕХ"")","Владимир Андреевич Керножицкий, Алексей Васильевич Колычев",2016-11-28,2016-11-28,2017-08-17,2017-08-17,https://patents.google.com/patent/RU173227U1/en,https://patentimages.storage.googleapis.com/b7/d1/6e/f1fa67b180d175/00000002.png
RU-173179-U1,DEVICE FOR PROTECTING THE WALLS OF THE VACUUM CAMERA OF THE TOKAMAK REACTOR DIVOR ,"Федеральное государственное бюджетное образовательное учреждение высшего образования Балтийский государственный технический университет ""ВОЕНМЕХ"" им. Д.Ф. Устинова (БГТУ ""ВОЕНМЕХ"")","Владимир Андреевич Керножицкий, Алексей Васильевич Колычев",2016-11-28,2016-11-28,2017-08-17,2017-08-17,https://patents.google.com/patent/RU173179U1/en,https://patentimages.storage.googleapis.com/d6/56/bb/42b1b3eba77a8c/00000002.png
RU-2635660-C1,Method of deliverying cryogenic fuel targets for laser thermonuclear synthesis ,Федеральное государственное бюджетное учреждение науки Физический институт им. П.Н. Лебедева Российской академии наук (ФГБУН ФИАН),"Елена Ростиславовна Корешева, Ирина Владимировна Александрова, Александр Алексеевич Акунец, Павел Игоревич Безотосный, Илья Сергеевич Блохин, Сергей Юрьевич Гаврилкин, Ольга Михайловна Иваненко, Евгений Леонидович Кошелев, Кирилл Владимирович Мицен, Лариса Владимировна Панина",2016-12-07,2016-12-07,2017-11-15,2017-11-15,https://patents.google.com/patent/RU2635660C1/en,https://patentimages.storage.googleapis.com/38/5b/50/e2bc8fcc8d92a8/00000002.png
CN-106683716-B,First mirror of tokamak is synthesized and is washd platform ,中国科学院合肥物质科学研究院,"彭姣, 鄢容, 陈俊凌",2016-12-09,2016-12-09,2020-09-29,2020-09-29,https://patents.google.com/patent/CN106683716B/en,https://patentimages.storage.googleapis.com/9b/ae/38/d77eee00460e9f/HDA0001175328910000011.png
CN-106782678-A,A kind of method for alleviating the first mirror surface deposition ,中国科学院合肥物质科学研究院,"彭姣, 鄢容, 陈俊凌",2016-12-09,2016-12-09,2017-05-31,,https://patents.google.com/patent/CN106782678A/en,
CN-106683716-A,Integrated cleaning platform of tokamak first mirror ,中国科学院合肥物质科学研究院,"彭姣, 鄢容, 陈俊凌",2016-12-09,2016-12-09,2017-05-17,,https://patents.google.com/patent/CN106683716A/en,
CN-106630985-A,Nanostructured lithium orthosilicate ceramic spheres used for tritium propagation and preparation method thereof ,四川大学,"卢铁城, 宫溢超, 杨茂, 魏念, 黄章益",2016-12-16,2016-12-16,2017-05-10,,https://patents.google.com/patent/CN106630985A/en,
CN-106683715-A,Low hybrid wave output power control method based on plasma current ,中国科学院合肥物质科学研究院,"吴则革, 王茂, 单家芳",2016-12-16,2016-12-16,2017-05-17,,https://patents.google.com/patent/CN106683715A/en,
US-10892397-B2,Self-monitoring superconducting tape via integrated optical fibers ,North Carolina State University,"Justin Schwartz, Federico Scurti, Samuel Rogers, Wan Kan Chan",2015-12-17,2016-12-16,2021-01-12,2021-01-12,https://patents.google.com/patent/US10892397B2/en,https://patentimages.storage.googleapis.com/a3/90/19/8150171bde5b1a/US10892397-20210112-D00000.png
CN-106630985-B,A kind of positive lithium metasilicate ceramic bead of tritium proliferation nanostructure and preparation method thereof ,四川大学,"卢铁城, 宫溢超, 杨茂, 魏念, 黄章益",2016-12-16,2016-12-16,2019-05-10,2019-05-10,https://patents.google.com/patent/CN106630985B/en,
CN-108206060-A,A kind of structure for forming the uniform and stable lithium film stream of large area ,核工业西南物理研究院,"张秀杰, 潘传杰, 许增裕",2016-12-16,2016-12-16,2018-06-26,,https://patents.google.com/patent/CN108206060A/en,
US-2017179364-A1,Self-monitoring superconducting tape via integrated optical fibers ,North Carolina State University,"Justin Schwartz, Federico Scurti, Samuel Rogers, Wan Kan Chan",2015-12-17,2016-12-16,2017-06-22,,https://patents.google.com/patent/US20170179364A1/en,https://patentimages.storage.googleapis.com/ac/4b/1c/a62fa39dd4d23f/US20170179364A1-20170622-D00000.png
CN-106816182-B,One kind injection electron collector ,华中科技大学,"杨州军, 孙宗昌, 蔡豪, 谢先立, 阮博文",2016-12-20,2016-12-20,2018-03-27,2018-03-27,https://patents.google.com/patent/CN106816182B/en,
CN-106816182-A,One kind injection electron collector ,华中科技大学,"杨州军, 孙宗昌, 蔡豪, 谢先立, 阮博文",2016-12-20,2016-12-20,2017-06-09,,https://patents.google.com/patent/CN106816182A/en,
CN-108242270-A,A kind of structure for reducing liquid blanket MHD pressure drops ,核工业西南物理研究院,"张秀杰, 潘传杰, 许增裕",2016-12-27,2016-12-27,2018-07-03,,https://patents.google.com/patent/CN108242270A/en,
CN-108242270-B,Structure for reducing MHD (hydrogen-high-voltage) voltage drop of liquid cladding ,核工业西南物理研究院,"张秀杰, 潘传杰, 许增裕",2016-12-27,2016-12-27,2020-10-23,2020-10-23,https://patents.google.com/patent/CN108242270B/en,https://patentimages.storage.googleapis.com/fb/67/07/1a941b5052bc1f/DEST_PATH_IMAGE001.png
CN-108257682-A,A kind of liquid lithium film flow structure that bottom wall is completely covered ,核工业西南物理研究院,"张秀杰, 潘传杰, 许增裕",2016-12-28,2016-12-28,2018-07-06,,https://patents.google.com/patent/CN108257682A/en,
CN-108257681-A,A kind of solid-state produces tritium cladding modular shielding slab ,核工业西南物理研究院,"武兴华, 王晓宇, 李昕泽, 王小勇, 胡志强, 秦超, 冯开明",2016-12-29,2016-12-29,2018-07-06,,https://patents.google.com/patent/CN108257681A/en,
CN-108269621-A,A kind of tokamak mixes divertor magnetic field configuration construction method ,核工业西南物理研究院,郑国尧,2016-12-30,2016-12-30,2018-07-10,,https://patents.google.com/patent/CN108269621A/en,
CN-108269622-A,A kind of passive cooled tockmark device feeble field side the first wall component ,核工业西南物理研究院,"林涛, 蔡立君, 刘健, 袁应龙, 卢勇, 刘雨祥, 黄运聪",2016-12-30,2016-12-30,2018-07-10,,https://patents.google.com/patent/CN108269622A/en,
CN-108269621-B,Method for constructing magnetic field configuration of tokamak mixed divertor ,核工业西南物理研究院,郑国尧,2016-12-30,2016-12-30,2020-08-21,2020-08-21,https://patents.google.com/patent/CN108269621B/en,https://patentimages.storage.googleapis.com/a2/1f/55/4ffa58bc324aa5/HDA0001198883230000011.png
CN-106601309-B,Non-through formula spallation target and reactor coupled system ,中国科学院合肥物质科学研究院,"吴宜灿, 何梅生, 柏云清, 宋勇, 赵柱民",2016-12-30,2016-12-30,2017-10-13,2017-10-13,https://patents.google.com/patent/CN106601309B/en,
CN-108269620-A,A kind of tokamak ancient cooking vessel divertor magnetic field configuration construction method ,核工业西南物理研究院,"郑国尧, 徐学桥, 段旭如, 练友运, 蔡立君, 刘翔, 薛雷",2016-12-30,2016-12-30,2018-07-10,,https://patents.google.com/patent/CN108269620A/en,
CN-106601309-A,Non-penetration spallation target and reactor coupling system ,中国科学院合肥物质科学研究院,"吴宜灿, 何梅生, 柏云清, 宋勇, 赵柱民",2016-12-30,2016-12-30,2017-04-26,,https://patents.google.com/patent/CN106601309A/en,
CN-108269620-B,Method for constructing magnetic field configuration of tokamak tripod divertor ,核工业西南物理研究院,"郑国尧, 徐学桥, 段旭如, 练友运, 蔡立君, 刘翔, 薛雷",2016-12-30,2016-12-30,2020-06-19,2020-06-19,https://patents.google.com/patent/CN108269620B/en,https://patentimages.storage.googleapis.com/b6/9d/dc/7db91bee7446b3/HDA0001198721660000011.png
CN-106695708-A,Five-degree-of-freedom passive flexible docking mechanism ,"中国工程物理研究院激光聚变研究中心, 重庆大学","周海, 郑万国, 谢志江, 朱小龙, 熊迁, 皮阳军, 徐旭, 刘飞, 欧德明, 袁晓东, 何春桥, 张扬, 武珂, 陈远斌",2016-12-31,2016-12-31,2017-05-24,,https://patents.google.com/patent/CN106695708A/en,
WO-2017127423-A2,Methods and apparatus for triggering exothermic reactions ,Ih Ip Holdings Limited,"Dennis G. LETTS, Joseph A. Murray, Julie A. Morris, Tushar Tank",2015-12-04,2017-01-18,2017-07-27,,https://patents.google.com/patent/WO2017127423A2/en,
CA-3007442-A1,Methods and apparatus for triggering exothermic reactions ,"Ih Ip Holdings Limited, Dennis G. LETTS, Joseph A. Murray, Julie A. Morris, Tushar Tank","Dennis G. LETTS, Joseph A. Murray, Julie A. Morris, Tushar Tank",2015-12-04,2017-01-18,2017-07-27,,https://patents.google.com/patent/CA3007442A1/en,
WO-2017127423-A3,Methods and apparatus for triggering exothermic reactions ,Ih Ip Holdings Limited,"Dennis G. LETTS, Joseph A. Murray, Julie A. Morris, Tushar Tank",2015-12-04,2017-01-18,2017-10-12,,https://patents.google.com/patent/WO2017127423A3/en,
EP-3384546-A4,Methods and apparatus for triggering exothermic reactions ,"IH IP Holdings Limited, Letts, Dennis, G., Joseph A. Murray, Julie A. Morris, Tushar Tank","Dennis G. LETTS, Joseph A. Murray, Julie A. Morris, Tushar Tank",2015-12-04,2017-01-18,2019-07-24,,https://patents.google.com/patent/EP3384546A4/en,
US-2017133114-A1,Fast burst and steady-state intense neutron source ,Phoenix Nuclear Labs Llc,"Ross Radel, Dave Schneider, Eli Moll, David Ozburn, Evan Sengbusch, Logan Campbell",2014-03-19,2017-01-18,2017-05-11,,https://patents.google.com/patent/US20170133114A1/en,https://patentimages.storage.googleapis.com/eb/08/8d/2b56df80cb2b77/US20170133114A1-20170511-D00000.png
EP-3384546-A2,Methods and apparatus for triggering exothermic reactions ,"IH IP Holdings Limited, Letts, Dennis, G., Joseph A. Murray, Julie A. Morris, Tushar Tank","Dennis G. LETTS, Joseph A. Murray, Julie A. Morris, Tushar Tank",2015-12-04,2017-01-18,2018-10-10,,https://patents.google.com/patent/EP3384546A2/en,
US-2018374587-A1,Methods and Apparatus for Triggering Exothermic Reactions ,Ih Ip Holdings Limited,"Dennis G. Letts, Joseph A. Murray, Julie A. Morris, Tushar Tank",2015-12-04,2017-01-18,2018-12-27,,https://patents.google.com/patent/US20180374587A1/en,https://patentimages.storage.googleapis.com/4a/66/a0/6a0eda49a0f7c7/US20180374587A1-20181227-D00000.png
CN-108633319-A,Method and apparatus for triggering exothermic reaction ,"友邦控股有限公司, 丹尼斯·G·赖茨, 约瑟夫·A·莫里, 朱莉·A·莫里斯, 图莎尔·谭科","丹尼斯·G·赖茨, 约瑟夫·A·莫里, 朱莉·A·莫里斯, 图莎尔·谭科",2015-12-04,2017-01-18,2018-10-09,,https://patents.google.com/patent/CN108633319A/en,
RU-2018120536-A,METHODS AND DEVICE FOR STARTING EXOTHERMAL REACTIONS ,"Их Ип Холдингз Лимитед, Деннис Г. ЛЕТТС, Джозеф А. МЮРРЕЙ, Джули А. МОРРИС, Тушар ТЭНК","Деннис Г. ЛЕТТС, Джозеф А. МЮРРЕЙ, Джули А. МОРРИС, Тушар ТЭНК",2015-12-04,2017-01-18,2020-01-09,,https://patents.google.com/patent/RU2018120536A/en,
AU-2017209030-A1,Methods and apparatus for triggering exothermic reactions ,Ih Ip Holdings Limited,"Dennis G. LETTS, Julie A. Morris, Joseph A. Murray, Tushar Tank",2015-12-04,2017-01-18,2018-06-21,,https://patents.google.com/patent/AU2017209030A1/en,
WO-2017135844-A1,Electrical connection of elements inside the chamber of a nuclear fusion reactor to the reactor vessel ,"Российская Федерация, от имени которой выступает Государственная корпорация по атомной энергии ""Росатом""","Владимир Николаевич ЕЛКИН, Сергей Викторович МАКАРОВ, Владимир Юрьевич КОЛГАНОВ, Konstantin Sergeevich SKLADNOV (СКЛАДНОВ, Константин Сергеевич)",2016-02-01,2017-01-19,2017-08-10,,https://patents.google.com/patent/WO2017135844A1/en,
EP-3413397-A4,Electrical connection of elements inside the chamber of a nuclear fusion reactor to the reactor vessel ,"State Atomic Energy Corporation ""Rosatom"" on Behalf of The Russian Federation","Vladimir Nikolaevich ELKIN, Sergey Viktorovich MAKAROV, Vladimir Ur'evich KOLGANOV",2016-02-01,2017-01-19,2019-07-17,,https://patents.google.com/patent/EP3413397A4/en,
US-2019074608-A1,Electrical connection of elements inside the chamber of a nuclear fusion reactor to the reactor vessel ,"State Atomic Energy Corporation ""Rosatom"" On Behal Of The Russian Federation","Vladimir Nikolaevich ELKIN, Sergey Viktorovich MAKAROV, Konstantin Sergeevich SKLADNOV, Vladimir Ur'evich KOLGANOV",2016-02-01,2017-01-19,2019-03-07,,https://patents.google.com/patent/US20190074608A1/en,https://patentimages.storage.googleapis.com/24/a0/4b/1a0dac7582dc81/US20190074608A1-20190307-D00000.png
JP-2019509472-A,Electrical connection of elements inside the fusion reactor chamber to the reactor vessel ,"ステート・アトミック・エナジー・コーポレーション・ロスアトム・オン・ビハーフ・オブ・ザ・ロシアン・フェデレーションＳｔａｔｅ Ａｔｏｍｉｃ Ｅｎｅｒｇｙ Ｃｏｒｐｏｒａｔｉｏｎ ‘Ｒｏｓａｔｏｍ’ Ｏｎ Ｂｅｈａｌｆ Ｏｆ Ｔｈｅ Ｒｕｓｓｉａｎ Ｆｅｄｅｒａｔｉｏｎ, ステート・アトミック・エナジー・コーポレーション・ロスアトム・オン・ビハーフ・オブ・ザ・ロシアン・フェデレーション","ヴラディミル ニコラエヴィチ エルキン, ヴラディミル  ニコラエヴィチ エルキン, セルゲイ ヴィクトロヴィチ マカロフ, セルゲイ  ヴィクトロヴィチ マカロフ, コンスタンチン セルゲーヴィチ スクラドノフ, コンスタンチン  セルゲーヴィチ スクラドノフ, ヴラディミル ウーレヴィチ コルガノフ, ヴラディミル  ウーレヴィチ コルガノフ",2016-02-01,2017-01-19,2019-04-04,,https://patents.google.com/patent/JP2019509472A/en,https://patentimages.storage.googleapis.com/43/bb/97/95fcefb0892cc0/2019509472-3.png
CN-108475858-B,The electrical connection arrangement of fusion reactor chamber components and reactor vessel ,由俄罗斯原子能集团公司代表的俄罗斯联邦,"V·N·埃尔金, S·V·马卡洛夫, K·S·斯卡拉诺夫, V·U·科尔加诺夫",2016-02-01,2017-01-19,2019-05-17,2019-05-17,https://patents.google.com/patent/CN108475858B/en,
US-10714846-B2,Electrical connection of elements inside the chamber of a nuclear fusion reactor to the reactor vessel ,State Atomic Energy Corporation “Rosatom” On Behalf Of The Russian Federation,"Vladimir Nikolaevich ELKIN, Sergey Viktorovich MAKAROV, Konstantin Sergeevich SKLADNOV, Vladimir Ur'evich KOLGANOV",2016-02-01,2017-01-19,2020-07-14,2020-07-14,https://patents.google.com/patent/US10714846B2/en,https://patentimages.storage.googleapis.com/77/48/92/b67d88d37a5fe4/US10714846-20200714-D00000.png
ES-2859659-T3,Electrical connection of elements within the chamber of a nuclear fusion reactor to the reactor vessel ,State Atomic Energy Corp Rosatom Behalf Russian Federation,"Vladimir Nikolaevich Elkin, Sergey Viktorovich Makarov, Vladimir Ur'evich Kolganov, Konstantin Sergeevich Skladnov",2016-02-01,2017-01-19,2021-10-04,2021-10-04,https://patents.google.com/patent/ES2859659T3/en,
EP-3413397-A1,Electrical connection of elements inside the chamber of a nuclear fusion reactor to the reactor vessel ,"State Atomic Energy Corporation ""Rosatom"" on Behalf of The Russian Federation","Vladimir Nikolaevich ELKIN, Sergey Viktorovich MAKAROV, Vladimir Ur'evich KOLGANOV",2016-02-01,2017-01-19,2018-12-12,,https://patents.google.com/patent/EP3413397A1/en,https://patentimages.storage.googleapis.com/a1/db/43/5a44e9ae83a080/imgf0001.png
JP-6675494-B2,Electrical connection of elements inside the fusion reactor chamber to the reactor vessel ,"ステート・アトミック・エナジー・コーポレーション・ロスアトム・オン・ビハーフ・オブ・ザ・ロシアン・フェデレーションＳｔａｔｅ Ａｔｏｍｉｃ Ｅｎｅｒｇｙ Ｃｏｒｐｏｒａｔｉｏｎ ‘Ｒｏｓａｔｏｍ’ Ｏｎ Ｂｅｈａｌｆ Ｏｆ Ｔｈｅ Ｒｕｓｓｉａｎ Ｆｅｄｅｒａｔｉｏｎ, ステート・アトミック・エナジー・コーポレーション・ロスアトム・オン・ビハーフ・オブ・ザ・ロシアン・フェデレーション","ヴラディミル ニコラエヴィチ エルキン, ヴラディミル  ニコラエヴィチ エルキン, セルゲイ ヴィクトロヴィチ マカロフ, セルゲイ  ヴィクトロヴィチ マカロフ, コンスタンチン セルゲーヴィチ スクラドノフ, コンスタンチン  セルゲーヴィチ スクラドノフ, ヴラディミル ウーレヴィチ コルガノフ, ヴラディミル  ウーレヴィチ コルガノフ",2016-02-01,2017-01-19,2020-04-01,2020-04-01,https://patents.google.com/patent/JP6675494B2/en,https://patentimages.storage.googleapis.com/d3/d2/4f/7cab4fa73c78e1/0006675494-2.png
CN-108475858-A,The electrical connection of fusion reactor chamber components and reactor vessel ,由俄罗斯原子能集团公司代表的俄罗斯联邦,"V·N·埃尔金, S·V·马卡洛夫, K·S·斯卡拉诺夫, V·U·科尔加诺夫",2016-02-01,2017-01-19,2018-08-31,,https://patents.google.com/patent/CN108475858A/en,
KR-102071166-B1,Electrical connection to the reactor vessel of the elements inside the chamber of the fusion reactor ,스테이트 에토믹 에너지 코퍼레이션 “로사톰”온 비핼프 오브 더 러시안 페더레이션,"블라디미르 니콜라예비치 엘킨, 세르게이 빅토로비치 마카로프, 콘스탄틴 세르기비치 스크라드노프, 블라디미르 우레비치 콜가노프",2016-02-01,2017-01-19,2020-01-29,2020-01-29,https://patents.google.com/patent/KR102071166B1/en,https://patentimages.storage.googleapis.com/b7/4e/8a/7bc1e875bed138/112018081974316-pct00001.png
KR-20180114058-A,Electrical connection of the elements inside the chamber of the fusion reactor to the reactor vessel ,스테이트 에토믹 에너지 코퍼레이션 “로사톰”온 비핼프 오브 더 러시안 페더레이션,"블라디미르 니콜라예비치 엘킨, 세르게이 빅토로비치 마카로프, 콘스탄틴 세르기비치 스크라드노프, 블라디미르 우레비치 콜가노프",2016-02-01,2017-01-19,2018-10-17,,https://patents.google.com/patent/KR20180114058A/en,https://patentimages.storage.googleapis.com/4b/70/bd/ee4fcc9bdb43c9/pct00001.png
EP-3413397-B1,Electrical connection of elements inside the chamber of a nuclear fusion reactor to the reactor vessel ,"State Atomic Energy Corporation ""Rosatom"" on Behalf of The Russian Federation","Vladimir Nikolaevich ELKIN, Sergey Viktorovich MAKAROV, Vladimir Ur'evich KOLGANOV, Konstantin Sergeevich SKLADNOV",2016-02-01,2017-01-19,2021-01-06,2021-01-06,https://patents.google.com/patent/EP3413397B1/en,https://patentimages.storage.googleapis.com/f6/dd/51/8d1f394de92f0f/imgf0001.png
US-10734120-B2,Complex shape structure for liquid lithium first walls of fusion power reactor environments ,The Boeing Company,Thomas Lyman Weaver,2011-04-01,2017-01-23,2020-08-04,2020-08-04,https://patents.google.com/patent/US10734120B2/en,https://patentimages.storage.googleapis.com/f6/b2/e5/afeb8f468288ae/US10734120-20200804-D00000.png
US-10475541-B2,Simple and robust implosion of ICF targets ,"Innoven Energy, LLC","Conner D. Galloway, Alexander V. Valys, Robert O. Hunter, Jr., David H. Sowle",2016-01-22,2017-01-23,2019-11-12,2019-11-12,https://patents.google.com/patent/US10475541B2/en,https://patentimages.storage.googleapis.com/43/a8/62/10d1a0c0272170/US10475541-20191112-D00000.png
US-2017200513-A1,Complex shape structure for liquid lithium first walls of fusion power reactor environments ,The Boeing Company,Thomas Lyman Weaver,2011-04-01,2017-01-23,2017-07-13,,https://patents.google.com/patent/US20170200513A1/en,https://patentimages.storage.googleapis.com/46/9a/ad/6c3a88d6fb9c30/US20170200513A1-20170713-D00000.png
US-2017213603-A1,Simple and Robust Configuration for ICF Targets ,"Innoven Energy, LLC","Connor D. Galloway, Alexander V. Valys, Robert O. Hunter, Jr., David H. Sowle",2016-01-22,2017-01-23,2017-07-27,,https://patents.google.com/patent/US20170213603A1/en,https://patentimages.storage.googleapis.com/6c/51/ea/1d818b89758d61/US20170213603A1-20170727-D00000.png
WO-2017151237-A3,Simple and robust configuration for icf targets ,"Innoven Energy, LLC","Conner D. Galloway, Alexander V. Valys, Robert O. Hunter, David H. Sowle",2016-01-22,2017-01-23,2017-11-16,,https://patents.google.com/patent/WO2017151237A3/en,
WO-2017151237-A2,Simple and robust configuration for icf targets ,"Innoven Energy, LLC","Conner D. Galloway, Alexander V. Valys, Robert O. Hunter, David H. Sowle",2016-01-22,2017-01-23,2017-09-08,,https://patents.google.com/patent/WO2017151237A2/en,
EP-3405956-A2,Simple and robust configuration for icf targets ,"Innoven Energy, LLC","Conner D. Galloway, Alexander V. Valys, Robert O. Hunter, David H. Sowle",2016-01-22,2017-01-23,2018-11-28,,https://patents.google.com/patent/EP3405956A2/en,
US-2017229193-A1,Strucutre for Containment of Radiation from an ICF ,"Innoven Energy, LLC","Connor D. Galloway, Alexander V. Valys, Robert O. Hunter, Jr., David H. Sowle",2016-01-22,2017-01-23,2017-08-10,,https://patents.google.com/patent/US20170229193A1/en,https://patentimages.storage.googleapis.com/dd/b0/99/a41f99c9797c5e/US20170229193A1-20170810-D00000.png
US-10755820-B2,Structure for containment of radiation from an ICF ,"Innoven Energy, LLC","Conner D. Galloway, Alexander V. Valys, Robert O. Hunter, Jr., David H. Sowle",2016-01-22,2017-01-23,2020-08-25,2020-08-25,https://patents.google.com/patent/US10755820B2/en,https://patentimages.storage.googleapis.com/09/43/32/b83657cfce443f/US10755820-20200825-D00000.png
EP-3405956-A4,Simple and robust configuration for icf targets ,"Innoven Energy, LLC","Conner D. Galloway, Alexander V. Valys, Robert O. Hunter, David H. Sowle",2016-01-22,2017-01-23,2019-07-24,,https://patents.google.com/patent/EP3405956A4/en,
US-2017229194-A1,Simple and Robust Implosion of ICF Targets ,"Innoven Energy, LLC","Connor D. Galloway, Alexander V. Valys, Robert O. Hunter, Jr., David H. Sowle",2016-01-22,2017-01-23,2017-08-10,,https://patents.google.com/patent/US20170229194A1/en,https://patentimages.storage.googleapis.com/88/86/03/f9cd1ec0a3edda/US20170229194A1-20170810-D00000.png
CN-106601310-A,Measuring target of Z element transmission energy flow in ablation state ,中国工程物理研究院激光聚变研究中心,"张璐, 况龙钰, 张晓璐, 杨品, 郑建华, 林雉伟, 李丽灵, 江少恩",2017-01-24,2017-01-24,2017-04-26,,https://patents.google.com/patent/CN106601310A/en,
CN-106601310-B,Middle Z elements transmit the measurement target that can be flowed under a kind of ablation state ,中国工程物理研究院激光聚变研究中心,"张璐, 况龙钰, 张晓璐, 杨品, 郑建华, 林雉伟, 李丽灵, 江少恩",2017-01-24,2017-01-24,2018-08-24,2018-08-24,https://patents.google.com/patent/CN106601310B/en,
DE-102017000653-A1,Novel open reactor design of a fusion reactor designed as an open flow reactor ,Horst Wochnowski,Anmelder Gleich,2016-11-22,2017-01-25,2018-05-24,,https://patents.google.com/patent/DE102017000653A1/en,https://patentimages.storage.googleapis.com/2e/ee/fe/b3c64c1b9047a3/DE102017000653A1_0011.png
GB-201701440-D0,Poloidal field coil arrangement for double null merging ,Tokamak Energy Ltd,,2017-01-30,2017-01-30,2017-03-15,,https://patents.google.com/patent/GB201701440D0/en,
US-2018220519-A1,Plasma pinch neutron generators and methods of generating neutrons ,The Boeing Company,"James A. Grossnickle, Dejan Nikic, Mark J. Clemen, Jr.",2017-01-31,2017-01-31,2018-08-02,,https://patents.google.com/patent/US20180220519A1/en,https://patentimages.storage.googleapis.com/73/84/c6/76b75d5212dd46/US20180220519A1-20180802-D00000.png
US-10813207-B1,Single-use plasma pinch neutron generators ,The Boeing Company,"James A. Grossnickle, Dejan Nikic, Mark J. Clemen, Jr.",2017-01-31,2017-01-31,2020-10-20,2020-10-20,https://patents.google.com/patent/US10813207B1/en,https://patentimages.storage.googleapis.com/b6/03/83/17daa3f4fc6847/US10813207-20201020-D00000.png
US-10811155-B2,Plasma pinch neutron generators and methods of generating neutrons ,The Boeing Company,"James A. Grossnickle, Dejan Nikic, Mark J. Clemen, Jr.",2017-01-31,2017-01-31,2020-10-20,2020-10-20,https://patents.google.com/patent/US10811155B2/en,https://patentimages.storage.googleapis.com/22/ca/4b/57627d5c515f03/US10811155-20201020-D00000.png
JP-2017075969-A,Systems and methods for forming and maintaining high-performance frc ,"ザ リージェンツ オブ ザ ユニバーシティ オブ カリフォルニア, Regents Of The Univ Of California, ザ  リージェンツ  オブ  ザ  ユニバーシティ  オブ  カリフォルニア","ツゼウスキ ミッシェル, Tuszewski Michel, ツゼウスキ ミッシェル, ビンダーバウアー ミッチェル, Binderbauer Michl, ビンダーバウアー ミッチェル, バーンズ ダン, Barnes Dan, バーンズ ダン, ガレイト ユーセビオ, Garate Eusebio, ガレイト ユーセビオ, グオ ホウヤン, Houyang Guo, グオ ホウヤン, プトビンスキ セルゲイ, Putvinski Sergei, プトビンスキ セルゲイ, スミルノブ アーテム, Smirnov Artem, スミルノブ アーテム",2011-11-14,2017-02-01,2017-04-20,,https://patents.google.com/patent/JP2017075969A/en,https://patentimages.storage.googleapis.com/f9/9b/1a/b881057a540c2c/2017075969-15.png
KR-101896039-B1,Ceramics pebble and method of manufacturing ceramics pebble ,가천대학교 산학협력단,"윤영수, 우성필, 이강수, 김인예, 신서윤",2017-02-03,2017-02-03,2018-09-06,2018-09-06,https://patents.google.com/patent/KR101896039B1/en,https://patentimages.storage.googleapis.com/0f/f5/2e/1194b84874952d/112017011800833-pat00001.png
